Task ID,Epic,Story,Task Title,Labels,Description,Story Points,Priority,Dependencies,Reference Docs,Wireframe Files
E6-S1-T2,E6,E6-S1,[BE] 참여도 통계 실시간 계산,"[BE]","실시간 참여도 통계 계산 서비스",2,P0,E6-S1-T1,04-feature-breakdown.md; 07-api-specification.md,
E6-S1-T3,E6,E6-S1,[BE] 참여도 WebSocket 스트리밍,"[BE]","실시간 참여도 데이터 WebSocket 스트리밍",2,P0,E6-S1-T2,04-feature-breakdown.md; 07-api-specification.md,
E6-S1-T4,E6,E6-S1,[BE] 참여도 알림 로직,"[BE]","특정 학생 무참여 시 알림 발생 로직",1,P0,E6-S1-T2,04-feature-breakdown.md; 07-api-specification.md,
E6-S1-T5,E6,E6-S1,[FE] 막대 그래프 컴포넌트,"[FE]","D3.js/Recharts 기반 참여도 막대 그래프",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/analytics-001-realtime.html
E6-S1-T6,E6,E6-S1,[FE] 트렌드 그래프 컴포넌트,"[FE]","시간대별 참여도 트렌드 라인 그래프",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/analytics-001-realtime.html
E6-S1-T7,E6,E6-S1,[FE] 대시보드 레이아웃 UI,"[FE]","실시간 참여도 대시보드 레이아웃",2,P0,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/analytics-001-realtime.html
E6-S2-T1,E6,E6-S2,[BE] 학습 데이터 집계 배치 작업,"[BE]","일별/주별 학습 데이터 배치 집계",2,P1,E6-S1-T1,04-feature-breakdown.md; 06-database-design.md,
E6-S2-T2,E6,E6-S2,[BE] 개인별 분석 API,"[BE]","학생 개인별 학습 분석 API",2,P1,E6-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E6-S2-T3,E6,E6-S2,[BE] 코스 분석 API,"[BE]","코스 전체 학습 분석 API",2,P1,E6-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E6-S2-T4,E6,E6-S2,[BE] 리포트 PDF 생성,"[BE]","WeasyPrint 기반 PDF 리포트 생성",2,P1,E6-S2-T2; E6-S2-T3,04-feature-breakdown.md; 07-api-specification.md,
E6-S2-T5,E6,E6-S2,[BE] Excel 내보내기 로직,"[BE]","학습 데이터 Excel 내보내기",1,P1,E6-S2-T2; E6-S2-T3,04-feature-breakdown.md; 07-api-specification.md,
E6-S2-T6,E6,E6-S2,[FE] 개인 리포트 UI,"[FE]","학생 개인 학습 리포트 페이지",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/report-001-personal.html
E6-S2-T7,E6,E6-S2,[FE] 코스 리포트 UI,"[FE]","코스 전체 학습 리포트 페이지",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/report-002-course.html
E6-S2-T8,E6,E6-S2,[FE] 분포 그래프 컴포넌트,"[FE]","학생 간 참여도/성적 분포 그래프",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/grade-002-statistics.html
E6-S3-T1,E6,E6-S3,[BE] 위험 지표 계산 로직,"[BE]","연속 결석, 참여도 급락, 성적 하락 지표 계산",2,P1,E6-S2-T1,04-feature-breakdown.md; 07-api-specification.md,
E6-S3-T2,E6,E6-S3,[BE] 위험 학생 탐지 스케줄러,"[BE]","일별 위험 학생 탐지 배치 스케줄러",2,P1,E6-S3-T1,04-feature-breakdown.md; 06-database-design.md,
E6-S3-T3,E6,E6-S3,[BE] 알림 발송 로직,"[BE]","위험 학생 발견 시 교수 알림 발송",1,P1,E6-S3-T2,04-feature-breakdown.md; 07-api-specification.md,
E6-S3-T4,E6,E6-S3,[FE] 위험 학생 목록 UI,"[FE]","위험 학생 목록 테이블, 위험도 표시",2,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/alert-001-dashboard.html
E6-S3-T5,E6,E6-S3,[FE] 개입 제안 카드 UI,"[FE]","학생별 개입 제안 카드 컴포넌트",1,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/alert-002-tracking.html
E6-S3-T6,E6,E6-S3,[FE] 임계값 설정 UI,"[FE]","위험 지표 임계값 커스터마이징 UI",1,P1,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/alert-001-dashboard.html
E6-S4-T1,E6,E6-S4,[BE] 상호작용 데이터 수집 로직,"[BE]","학생 간 토론 상호작용 데이터 수집",2,P2,E6-S1-T1,04-feature-breakdown.md; 06-database-design.md,
E6-S4-T2,E6,E6-S4,[BE] 네트워크 분석 알고리즘,"[BE]","중심성, 연결성 등 네트워크 분석 알고리즘",3,P2,E6-S4-T1,04-feature-breakdown.md; 07-api-specification.md,
E6-S4-T3,E6,E6-S4,[BE] 클러스터링 로직,"[BE]","학생 그룹 클러스터링 알고리즘",2,P2,E6-S4-T2,04-feature-breakdown.md; 07-api-specification.md,
E6-S4-T4,E6,E6-S4,[FE] 네트워크 그래프 UI,"[FE]","D3.js force graph 기반 네트워크 시각화",5,P2,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/network-001-visualization.html
E6-S4-T5,E6,E6-S4,[FE] 시간별 애니메이션,"[FE]","네트워크 변화 시간별 애니메이션",2,P2,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/network-001-visualization.html
E6-S4-T6,E6,E6-S4,[FE] 개인 네트워크 분석 UI,"[FE]","개별 학생 상호작용 네트워크 분석 페이지",2,P2,,04-feature-breakdown.md; 08-ui-ux-design.md,e6-analytics/network-002-individual.html
DB-001,INFRA,INFRA,[DB] 전체 데이터베이스 스키마 생성,"[DB]","PostgreSQL 데이터베이스 스키마 생성, 모든 테이블 DDL 실행",3,P0,,06-database-design.md,
DB-002,INFRA,INFRA,[DB] 초기 데이터 시딩,"[DB]","역할, 권한, 시스템 설정 등 초기 데이터 시딩",1,P0,DB-001,06-database-design.md,
DB-003,INFRA,INFRA,[DB] 인덱스 및 제약조건 설정,"[DB]","성능 최적화를 위한 인덱스, FK 제약조건 설정",2,P0,DB-001,06-database-design.md,
BE-001,INFRA,INFRA,[BE] 프로젝트 초기 설정,"[BE]","NestJS 프로젝트 생성, 폴더 구조, 환경 설정",2,P0,,02-technical-architecture.md,
BE-002,INFRA,INFRA,[BE] 공통 모듈 설정,"[BE]","로깅, 예외 처리, 응답 포맷 등 공통 모듈",2,P0,BE-001,02-technical-architecture.md; 07-api-specification.md,
BE-003,INFRA,INFRA,[BE] 데이터베이스 연결 설정,"[BE]","Prisma ORM 설정, DB 연결, 마이그레이션",2,P0,BE-001; DB-001,02-technical-architecture.md; 06-database-design.md,
FE-001,INFRA,INFRA,[FE] 프로젝트 초기 설정,"[FE]","Next.js 14 프로젝트 생성, 폴더 구조, 환경 설정",2,P0,,02-technical-architecture.md,
FE-002,INFRA,INFRA,[FE] 공통 컴포넌트 라이브러리 설정,"[FE]","shadcn/ui 설정, 기본 컴포넌트 구성",2,P0,FE-001,02-technical-architecture.md; 08-ui-ux-design.md,
FE-003,INFRA,INFRA,[FE] 상태 관리 및 API 클라이언트 설정,"[FE]","Zustand, React Query, Axios 설정",2,P0,FE-001,02-technical-architecture.md,
DOC-001,DOC,DOC,[DOC] API 문서 자동화 설정,"[DOC]","Swagger/OpenAPI 자동 문서 생성 설정",1,P1,BE-001,07-api-specification.md,
DOC-002,DOC,DOC,[DOC] 개발 가이드 문서 작성,"[DOC]","개발 환경 설정, 코딩 컨벤션, 브랜치 전략 문서",2,P1,,
DOC-003,DOC,DOC,[DOC] 배포 가이드 문서 작성,"[DOC]","Docker, Kubernetes 배포 가이드 문서",2,P1,,02-technical-architecture.md,
